Time (s),Voltage (V)
0.444150,1.1895
0.444175,1.2902
0.444200,1.3692
0.444225,1.4618
0.444250,1.5585
0.444275,1.6536
0.444300,1.7689
0.444325,1.8777
0.444350,1.9913
0.444375,2.0985
0.444400,2.2048
0.444425,2.3080
0.444450,2.4031
0.444475,2.5119
0.444500,2.6126
0.444525,2.7085
0.444550,2.8004
0.444575,2.8810
0.444600,2.9591
0.444625,3.0333
0.444650,3.0969
0.444675,3.1493
0.444700,3.1896
0.444725,3.2186
0.444750,3.2363
0.444775,3.2460
0.444800,3.2468
0.444825,3.2379
0.444850,3.2170
0.444875,3.1832
0.444900,3.1421
0.444925,3.0913
0.444950,3.0325
0.444975,2.9599
0.445000,2.8801
0.445025,2.7915
0.445050,2.7012
0.445075,2.6150
0.445100,2.5103
0.445125,2.4071
0.445150,2.3015
0.445175,2.1903
0.445200,2.0968
0.445225,1.9953
0.445250,1.8946
0.445275,1.7834
0.445300,1.6762
0.445325,1.5747
0.445350,1.4683
0.445375,1.3603
0.445400,1.2394
0.445425,1.1064
0.445450,0.9606
0.445475,0.8220
0.445500,0.6834
0.445525,0.5593
0.445550,0.4513
0.445575,0.3586
0.445600,0.2756
0.445625,0.2031
0.445650,0.1418
0.445675,0.0927
0.445700,0.0580
0.445725,0.0347
0.445750,0.0218
0.445775,0.0169
0.445800,0.0218
0.445825,0.0395
0.445850,0.0685
0.445875,0.1128
0.445900,0.1668
0.445925,0.2313
0.445950,0.3095
0.445975,0.3989
0.446000,0.5061
0.446025,0.6229
0.446050,0.7478
0.446075,0.8760
0.446100,1.0009
0.446125,1.1137
0.446150,1.2168
0.446175,1.2974
0.446200,1.3756
0.446225,1.4642
0.446250,1.5577
0.446275,1.6714
0.446300,1.7697
0.446325,1.8688
0.446350,1.9736
0.446375,2.0791
0.446400,2.1992
0.446425,2.3128
0.446450,2.4168
0.446475,2.5167
0.446500,2.6150
0.446525,2.7093
0.446550,2.7996
0.446575,2.8850
0.446600,2.9615
0.446625,3.0333
0.446650,3.0937
0.446675,3.1469
0.446700,3.1896
0.446725,3.2178
0.446750,3.2371
0.446775,3.2468
0.446800,3.2468
0.446825,3.2379
0.446850,3.2178
0.446875,3.1856
0.446900,3.1396
0.446925,3.0881
0.446950,3.0276
0.446975,2.9551
0.447000,2.8801
0.447025,2.7963
0.447050,2.7093
0.447075,2.6166
0.447100,2.5135
0.447125,2.4095
0.447150,2.3032
0.447175,2.2032
0.447200,2.0960
0.447225,1.9840
0.447250,1.8736
0.447275,1.7640
0.447300,1.6722
0.447325,1.5851
0.447350,1.4836
0.447375,1.3764
0.447400,1.2459
0.447425,1.1056
0.447450,0.9614
0.447475,0.8123
0.447500,0.6818
0.447525,0.5609
0.447550,0.4553
0.447575,0.3642
0.447600,0.2772
0.447625,0.2023
0.447650,0.1402
0.447675,0.0919
0.447700,0.0564
0.447725,0.0338
0.447750,0.0210
0.447775,0.0161
0.447800,0.0218
0.447825,0.0395
0.447850,0.0701
0.447875,0.1144
0.447900,0.1668
0.447925,0.2297
0.447950,0.3054
0.447975,0.3997
0.448000,0.5053
0.448025,0.6229
0.448050,0.7454
0.448075,0.8736
0.448100,0.9864
0.448125,1.0903
0.448150,1.1862
0.448175,1.2684
0.448200,1.3684
0.448225,1.4731
0.448250,1.5819
0.448275,1.6786
0.448300,1.7753
0.448325,1.8712
0.448350,1.9719
0.448375,2.0928
0.448400,2.2008
0.448425,2.3056
0.448450,2.4039
0.448475,2.5038
0.448500,2.6110
0.448525,2.7117
0.448550,2.8076
0.448575,2.8882
0.448600,2.9623
0.448625,3.0325
0.448650,3.0937
0.448675,3.1485
0.448700,3.1888
0.448725,3.2178
0.448750,3.2371
0.448775,3.2452
0.448800,3.2460
0.448825,3.2388
0.448850,3.2178
0.448875,3.1840
0.448900,3.1412
0.448925,3.0881
0.448950,3.0284
0.448975,2.9607
0.449000,2.8793
0.449025,2.7907
0.449050,2.6988
0.449075,2.6070
0.449100,2.5111
0.449125,2.4144
0.449150,2.3177
0.449175,2.2048
0.449200,2.0993
0.449225,1.9864
0.449250,1.8744
0.449275,1.7793
0.449300,1.6705
0.449325,1.5714
0.449350,1.4699
0.449375,1.3530
0.449400,1.2322
0.449425,1.0976
0.449450,0.9485
0.449475,0.8075
0.449500,0.6793
0.449525,0.5601
0.449550,0.4577
0.449575,0.3618
0.449600,0.2764
0.449625,0.2031
0.449650,0.1418
0.449675,0.0927
0.449700,0.0572
0.449725,0.0338
0.449750,0.0210
0.449775,0.0161
0.449800,0.0218
0.449825,0.0395
0.449850,0.0701
0.449875,0.1128
0.449900,0.1684
0.449925,0.2321
0.449950,0.3111
0.449975,0.4037
0.450000,0.5021
0.450025,0.4642
0.450050,0.4416
0.450075,0.3691
0.450100,0.2756
0.450125,0.2023
0.450150,0.1402
0.450175,0.0911
0.450200,0.0572
0.450225,0.0338
0.450250,0.0210
0.450275,0.0161
0.450300,0.0218
0.450325,0.0395
0.450350,0.0701
0.450375,0.1136
0.450400,0.1668
0.450425,0.2297
0.450450,0.3054
0.450475,0.3925
0.450500,0.4980
0.450525,0.6157
0.450550,0.7390
0.450575,0.8744
0.450600,1.0089
0.450625,1.1129
0.450650,1.2088
0.450675,1.2918
0.450700,1.3692
0.450725,1.4755
0.450750,1.5835
0.450775,1.6947
0.450800,1.7914
0.450825,1.8865
0.450850,1.9881
0.450875,2.0920
0.450900,2.2105
0.450925,2.3160
0.450950,2.4152
0.450975,2.5143
0.451000,2.6110
0.451025,2.7109
0.451050,2.8068
0.451075,2.8906
0.451100,2.9656
0.451125,3.0357
0.451150,3.0969
0.451175,3.1477
0.451200,3.1896
0.451225,3.2186
0.451250,3.2371
0.451275,3.2468
0.451300,3.2468
0.451325,3.2396
0.451350,3.2186
0.451375,3.1864
0.451400,3.1437
0.451425,3.0905
0.451450,3.0308
0.451475,2.9599
0.451500,2.8850
0.451525,2.7971
0.451550,2.7053
0.451575,2.6126
0.451600,2.5119
0.451625,2.4152
0.451650,2.3177
0.451675,2.2185
0.451700,2.1130
0.451725,2.0001
0.451750,1.8881
0.451775,1.7801
0.451800,1.6891
0.451825,1.5900
0.451850,1.4876
0.451875,1.3716
0.451900,1.2314
0.451925,1.0968
0.451950,0.9485
0.451975,0.8002
0.452000,0.6721
0.452025,0.5528
0.452050,0.4497
0.452075,0.3602
0.452100,0.2748
0.452125,0.2015
0.452150,0.1402
0.452175,0.0919
0.452200,0.0572
0.452225,0.0347
0.452250,0.0210
0.452275,0.0161
0.452300,0.0226
0.452325,0.0387
0.452350,0.0701
0.452375,0.1128
0.452400,0.1644
0.452425,0.2297
0.452450,0.3078
0.452475,0.4005
0.452500,0.5045
0.452525,0.6157
0.452550,0.7333
0.452575,0.8631
0.452600,0.9864
0.452625,1.0976
0.452650,1.2007
0.452675,1.2902
0.452700,1.3877
0.452725,1.4812
0.452750,1.5779
0.452775,1.6730
0.452800,1.7689
0.452825,1.8777
0.452850,1.9913
0.452875,2.1089
0.452900,2.2161
0.452925,2.3185
0.452950,2.4144
0.452975,2.5127
0.453000,2.6174
0.453025,2.7149
0.453050,2.8068
0.453075,2.8866
0.453100,2.9599
0.453125,3.0341
0.453150,3.0969
0.453175,3.1509
0.453200,3.1912
0.453225,3.2186
0.453250,3.2371
0.453275,3.2452
0.453300,3.2468
0.453325,3.2388
0.453350,3.2170
0.453375,3.1848
0.453400,3.1412
0.453425,3.0897
0.453450,3.0325
0.453475,2.9648
0.453500,2.8850
0.453525,2.7971
0.453550,2.7053
0.453575,2.6150
0.453600,2.5215
0.453625,2.4168
0.453650,2.3120
0.453675,2.2008
0.453700,2.0968
0.453725,1.9961
0.453750,1.8962
0.453775,1.8019
0.453800,1.6947
0.453825,1.5932
0.453850,1.4868
0.453875,1.3603
0.453900,1.2273
0.453925,1.0944
0.453950,0.9477
0.453975,0.8099
0.454000,0.6842
0.454025,0.5577
0.454050,0.4513
0.454075,0.3570
0.454100,0.2724
0.454125,0.2007
0.454150,0.1394
0.454175,0.0919
0.454200,0.0572
0.454225,0.0338
0.454250,0.0201
0.454275,0.0161
0.454300,0.0210
0.454325,0.0387
0.454350,0.0693
0.454375,0.1112
0.454400,0.1652
0.454425,0.2297
0.454450,0.3078
0.454475,0.3989
0.454500,0.4980
0.454525,0.6149
0.454550,0.7390
0.454575,0.8679
0.454600,1.0009
0.454625,1.1137
0.454650,1.2177
0.454675,1.3176
0.454700,1.3958
0.454725,1.4852
0.454750,1.5787
0.454775,1.6722
0.454800,1.7850
0.454825,1.8841
0.454850,1.9881
0.454875,2.0944
0.454900,2.1984
0.454925,2.3120
0.454950,2.4160
0.454975,2.5232
0.455000,2.6223
0.455025,2.7158
0.455050,2.8068
0.455075,2.8858
0.455100,2.9640
0.455125,3.0357
0.455150,3.0969
0.455175,3.1485
0.455200,3.1880
0.455225,3.2178
0.455250,3.2363
0.455275,3.2460
0.455300,3.2468
0.455325,3.2379
0.455350,3.2170
0.455375,3.1848
0.455400,3.1429
0.455425,3.0905
0.455450,3.0300
0.455475,2.9583
0.455500,2.8793
0.455525,2.7955
0.455550,2.7093
0.455575,2.6247
0.455600,2.5223
0.455625,2.4176
0.455650,2.3120
0.455675,2.2024
0.455700,2.1097
0.455725,1.9993
0.455750,1.8881
0.455775,1.7785
0.455800,1.6722
0.455825,1.5851
0.455850,1.4836
0.455875,1.3635
0.455900,1.2338
0.455925,1.0927
0.455950,0.9485
0.455975,0.8123
0.456000,0.6761
0.456025,0.5544
0.456050,0.4505
0.456075,0.3594
0.456100,0.2772
0.456125,0.2023
0.456150,0.1402
0.456175,0.0911
0.456200,0.0572
0.456225,0.0338
0.456250,0.0210
0.456275,0.0161
0.456300,0.0218
0.456325,0.0387
0.456350,0.0693
0.456375,0.1136
0.456400,0.1660
0.456425,0.2289
0.456450,0.3054
0.456475,0.3916
0.456500,0.4980
0.456525,0.6157
0.456550,0.7382
0.456575,0.8744
0.456600,1.0081
0.456625,1.1121
0.456650,1.2088
0.456675,1.2910
0.456700,1.3684
0.456725,1.4739
0.456750,1.5827
0.456775,1.6939
0.456800,1.7914
0.456825,1.8865
0.456850,1.9881
0.456875,2.0920
0.456900,2.2105
0.456925,2.3168
0.456950,2.4152
0.456975,2.5143
0.457000,2.6118
0.457025,2.7109
0.457050,2.8076
0.457075,2.8906
0.457100,2.9656
0.457125,3.0365
0.457150,3.0961
0.457175,3.1485
0.457200,3.1904
0.457225,3.2194
0.457250,3.2371
0.457275,3.2460
0.457300,3.2460
0.457325,3.2379
0.457350,3.2186
0.457375,3.1864
0.457400,3.1437
0.457425,3.0897
0.457450,3.0300
0.457475,2.9591
0.457500,2.8834
0.457525,2.7963
0.457550,2.7045
0.457575,2.6126
0.457600,2.5119
0.457625,2.4144
0.457650,2.3185
0.457675,2.2193
0.457700,2.1138
0.457725,2.0018
0.457750,1.8881
0.457775,1.7801
0.457800,1.6891
0.457825,1.5900
0.457850,1.4876
0.457875,1.3716
0.457900,1.2314
0.457925,1.0968
0.457950,0.9493
0.457975,0.8002
0.458000,0.6721
0.458025,0.5528
0.458050,0.4505
0.458075,0.3610
0.458100,0.2748
0.458125,0.2015
0.458150,0.1394
0.458175,0.0919
0.458200,0.0572
0.458225,0.0338
0.458250,0.0210
0.458275,0.0161
0.458300,0.0201
0.458325,0.0379
0.458350,0.0685
0.458375,0.1112
0.458400,0.1644
0.458425,0.2297
0.458450,0.3086
0.458475,0.4005
0.458500,0.5053
0.458525,0.6165
0.458550,0.7333
0.458575,0.8639
0.458600,0.9856
0.458625,1.0976
0.458650,1.2007
0.458675,1.2902
0.458700,1.3885
0.458725,1.4812
0.458750,1.5787
0.458775,1.6730
0.458800,1.7681
0.458825,1.8768
0.458850,1.9905
0.458875,2.1097
0.458900,2.2161
0.458925,2.3193
0.458950,2.4144
0.458975,2.5127
0.459000,2.6182
0.459025,2.7149
0.459050,2.8076
0.459075,2.8858
0.459100,2.9599
0.459125,3.0325
0.459150,3.0961
0.459175,3.1501
0.459200,3.1904
0.459225,3.2194
0.459250,3.2363
0.459275,3.2468
0.459300,3.2468
0.459325,3.2379
0.459350,3.2178
0.459375,3.1832
0.459400,3.1404
0.459425,3.0905
0.459450,3.0316
0.459475,2.9648
0.459500,2.8850
0.459525,2.7963
0.459550,2.7061
0.459575,2.6150
0.459600,2.5223
0.459625,2.4176
0.459650,2.3128
0.459675,2.2016
0.459700,2.0968
0.459725,1.9953
0.459750,1.8946
0.459775,1.8019
0.459800,1.6939
0.459825,1.5924
0.459850,1.4868
0.459875,1.3587
0.459900,1.2273
0.459925,1.0944
0.459950,0.9485
0.459975,0.8099
0.460000,0.6842
0.460025,0.5585
0.460050,0.4505
0.460075,0.3562
0.460100,0.2732
0.460125,0.2007
0.460150,0.1402
0.460175,0.0935
0.460200,0.0572
0.460225,0.0338
0.460250,0.0201
0.460275,0.0161
0.460300,0.0210
0.460325,0.0387
0.460350,0.0693
0.460375,0.1112
0.460400,0.1652
0.460425,0.2297
0.460450,0.3078
0.460475,0.3989
0.460500,0.4972
0.460525,0.6149
0.460550,0.7390
0.460575,0.8679
0.460600,1.0009
0.460625,1.1137
0.460650,1.2185
0.460675,1.3176
0.460700,1.3958
0.460725,1.4852
0.460750,1.5779
0.460775,1.6714
0.460800,1.7850
0.460825,1.8841
0.460850,1.9881
0.460875,2.0936
0.460900,2.1992
0.460925,2.3120
0.460950,2.4168
0.460975,2.5240
0.461000,2.6223
0.461025,2.7158
0.461050,2.8068
0.461075,2.8850
0.461100,2.9632
0.461125,3.0349
0.461150,3.0969
0.461175,3.1493
0.461200,3.1896
0.461225,3.2186
0.461250,3.2371
0.461275,3.2460
0.461300,3.2452
0.461325,3.2371
0.461350,3.2162
0.461375,3.1840
0.461400,3.1429
0.461425,3.0897
0.461450,3.0300
0.461475,2.9583
0.461500,2.8793
0.461525,2.7955
0.461550,2.7093
0.461575,2.6247
0.461600,2.5215
0.461625,2.4176
0.461650,2.3120
0.461675,2.2024
0.461700,2.1105
0.461725,1.9985
0.461750,1.8873
0.461775,1.7785
0.461800,1.6722
0.461825,1.5851
0.461850,1.4836
0.461875,1.3635
0.461900,1.2330
0.461925,1.0919
0.461950,0.9477
0.461975,0.8115
0.462000,0.6769
0.462025,0.5544
0.462050,0.4505
0.462075,0.3594
0.462100,0.2772
0.462125,0.2023
0.462150,0.1402
0.462175,0.0919
0.462200,0.0572
0.462225,0.0347
0.462250,0.0210
0.462275,0.0169
0.462300,0.0218
0.462325,0.0395
0.462350,0.0709
0.462375,0.1136
0.462400,0.1676
0.462425,0.2297
0.462450,0.3054
0.462475,0.3925
0.462500,0.4988
0.462525,0.6157
0.462550,0.7382
0.462575,0.8736
0.462600,1.0081
0.462625,1.1121
0.462650,1.2088
0.462675,1.2910
0.462700,1.3684
0.462725,1.4739
0.462750,1.5827
0.462775,1.6939
0.462800,1.7914
0.462825,1.8865
0.462850,1.9881
0.462875,2.0920
0.462900,2.2113
0.462925,2.3168
0.462950,2.4152
0.462975,2.5143
0.463000,2.6110
0.463025,2.7109
0.463050,2.8060
0.463075,2.8906
0.463100,2.9648
0.463125,3.0357
0.463150,3.0961
0.463175,3.1485
0.463200,3.1904
0.463225,3.2186
0.463250,3.2379
0.463275,3.2460
0.463300,3.2468
0.463325,3.2388
0.463350,3.2186
0.463375,3.1872
0.463400,3.1429
0.463425,3.0905
0.463450,3.0308
0.463475,2.9591
0.463500,2.8850
0.463525,2.7963
0.463550,2.7053
0.463575,2.6134
0.463600,2.5111
0.463625,2.4160
0.463650,2.3177
0.463675,2.2185
0.463700,2.1138
0.463725,2.0010
0.463750,1.8881
0.463775,1.7801
0.463800,1.6891
0.463825,1.5892
0.463850,1.4868
0.463875,1.3716
0.463900,1.2314
0.463925,1.0968
0.463950,0.9485
0.463975,0.8002
0.464000,0.6721
0.464025,0.5528
0.464050,0.4497
0.464075,0.3610
0.464100,0.2740
0.464125,0.2007
0.464150,0.1394
0.464175,0.0911
0.464200,0.0572
0.464225,0.0347
0.464250,0.0210
0.464275,0.0161
0.464300,0.0218
0.464325,0.0387
0.464350,0.0701
0.464375,0.1128
0.464400,0.1644
0.464425,0.2297
0.464450,0.3078
0.464475,0.4005
0.464500,0.5053
0.464525,0.6165
0.464550,0.7333
0.464575,0.8631
0.464600,0.9864
0.464625,1.0968
0.464650,1.1999
0.464675,1.2894
0.464700,1.3877
0.464725,1.4812
0.464750,1.5779
0.464775,1.6730
0.464800,1.7681
0.464825,1.8777
0.464850,1.9913
0.464875,2.1097
0.464900,2.2169
0.464925,2.3193
0.464950,2.4152
0.464975,2.5127
0.465000,2.6182
0.465025,2.7149
0.465050,2.8068
0.465075,2.8858
0.465100,2.9599
0.465125,3.0325
0.465150,3.0961
0.465175,3.1501
0.465200,3.1912
0.465225,3.2194
0.465250,3.2371
0.465275,3.2476
0.465300,3.2476
0.465325,3.2396
0.465350,3.2178
0.465375,3.1840
0.465400,3.1421
0.465425,3.0913
0.465450,3.0325
0.465475,2.9656
0.465500,2.8850
0.465525,2.7963
0.465550,2.7053
0.465575,2.6142
0.465600,2.5207
0.465625,2.4168
0.465650,2.3112
0.465675,2.2008
0.465700,2.0968
0.465725,1.9953
0.465750,1.8962
0.465775,1.8027
0.465800,1.6947
0.465825,1.5932
0.465850,1.4860
0.465875,1.3595
0.465900,1.2265
0.465925,1.0944
0.465950,0.9485
0.465975,0.8099
0.466000,0.6834
0.466025,0.5585
0.466050,0.4505
0.466075,0.3570
0.466100,0.2732
0.466125,0.1999
0.466150,0.1402
0.466175,0.0919
0.466200,0.0564
0.466225,0.0338
0.466250,0.0201
0.466275,0.0161
0.466300,0.0218
0.466325,0.0387
0.466350,0.0693
0.466375,0.1104
0.466400,0.1644
0.466425,0.2297
0.466450,0.3070
0.466475,0.3989
0.466500,0.4980
0.466525,0.6149
0.466550,0.7390
0.466575,0.8671
0.466600,1.0001
0.466625,1.1129
0.466650,1.2168
0.466675,1.3176
0.466700,1.3958
0.466725,1.4852
0.466750,1.5779
0.466775,1.6714
0.466800,1.7850
0.466825,1.8841
0.466850,1.9889
0.466875,2.0944
0.466900,2.1992
0.466925,2.3112
0.466950,2.4160
0.466975,2.5232
0.467000,2.6223
0.467025,2.7158
0.467050,2.8068
0.467075,2.8850
0.467100,2.9632
0.467125,3.0349
0.467150,3.0969
0.467175,3.1493
0.467200,3.1888
0.467225,3.2186
0.467250,3.2363
0.467275,3.2468
0.467300,3.2468
0.467325,3.2379
0.467350,3.2178
0.467375,3.1840
0.467400,3.1429
0.467425,3.0897
0.467450,3.0300
0.467475,2.9583
0.467500,2.8793
0.467525,2.7955
0.467550,2.7093
0.467575,2.6247
0.467600,2.5223
0.467625,2.4184
0.467650,2.3120
0.467675,2.2024
0.467700,2.1105
0.467725,1.9993
0.467750,1.8889
0.467775,1.7793
0.467800,1.6730
0.467825,1.5851
0.467850,1.4836
0.467875,1.3635
0.467900,1.2330
0.467925,1.0927
0.467950,0.9477
0.467975,0.8123
0.468000,0.6769
0.468025,0.5552
0.468050,0.4505
0.468075,0.3594
0.468100,0.2772
0.468125,0.2023
0.468150,0.1410
0.468175,0.0911
0.468200,0.0572
0.468225,0.0338
0.468250,0.0201
0.468275,0.0161
0.468300,0.0218
0.468325,0.0395
0.468350,0.0701
0.468375,0.1136
0.468400,0.1668
0.468425,0.2297
0.468450,0.3054
0.468475,0.3925
0.468500,0.4980
0.468525,0.6149
0.468550,0.7382
0.468575,0.8736
0.468600,1.0081
0.468625,1.1113
0.468650,1.2080
0.468675,1.2902
0.468700,1.3684
0.468725,1.4731
0.468750,1.5819
0.468775,1.6939
0.468800,1.7922
0.468825,1.8881
0.468850,1.9889
0.468875,2.0936
0.468900,2.2105
0.468925,2.3160
0.468950,2.4144
0.468975,2.5135
0.469000,2.6110
0.469025,2.7109
0.469050,2.8068
0.469075,2.8906
0.469100,2.9656
0.469125,3.0357
0.469150,3.0969
0.469175,3.1477
0.469200,3.1896
0.469225,3.2186
0.469250,3.2371
0.469275,3.2460
0.469300,3.2468
0.469325,3.2379
0.469350,3.2178
0.469375,3.1864
0.469400,3.1429
0.469425,3.0913
0.469450,3.0308
0.469475,2.9599
0.469500,2.8850
0.469525,2.7971
0.469550,2.7053
0.469575,2.6126
0.469600,2.5119
0.469625,2.4152
0.469650,2.3185
0.469675,2.2193
0.469700,2.1138
0.469725,2.0010
0.469750,1.8881
0.469775,1.7801
0.469800,1.6899
0.469825,1.5908
0.469850,1.4876
0.469875,1.3724
0.469900,1.2322
0.469925,1.0968
0.469950,0.9493
0.469975,0.8002
0.470000,0.6729
0.470025,0.5536
0.470050,0.4505
0.470075,0.3610
0.470100,0.2748
0.470125,0.2015
0.470150,0.1394
0.470175,0.0911
0.470200,0.0580
0.470225,0.0338
0.470250,0.0210
0.470275,0.0161
0.470300,0.0218
0.470325,0.0395
0.470350,0.0701
0.470375,0.1128
0.470400,0.1644
0.470425,0.2297
0.470450,0.3078
0.470475,0.4005
0.470500,0.5045
0.470525,0.6165
0.470550,0.7333
0.470575,0.8639
0.470600,0.9872
0.470625,1.0976
0.470650,1.2007
0.470675,1.2910
0.470700,1.3885
0.470725,1.4820
0.470750,1.5787
0.470775,1.6738
0.470800,1.7689
0.470825,1.8777
0.470850,1.9913
0.470875,2.1097
0.470900,2.2161
0.470925,2.3193
0.470950,2.4144
0.470975,2.5127
0.471000,2.6182
0.471025,2.7149
0.471050,2.8076
0.471075,2.8874
0.471100,2.9607
0.471125,3.0349
0.471150,3.0969
0.471175,3.1509
0.471200,3.1912
0.471225,3.2186
0.471250,3.2379
0.471275,3.2460
0.471300,3.2484
0.471325,3.2388
0.471350,3.2178
0.471375,3.1840
0.471400,3.1404
0.471425,3.0897
0.471450,3.0316
0.471475,2.9648
0.471500,2.8842
0.471525,2.7963
0.471550,2.7053
0.471575,2.6142
0.471600,2.5207
0.471625,2.4184
0.471650,2.3128
0.471675,2.2016
0.471700,2.0968
0.471725,1.9953
0.471750,1.8954
0.471775,1.8019
0.471800,1.6939
0.471825,1.5924
0.471850,1.4868
0.471875,1.3595
0.471900,1.2273
0.471925,1.0944
0.471950,0.9485
0.471975,0.8091
0.472000,0.6834
0.472025,0.5577
0.472050,0.4505
0.472075,0.3562
0.472100,0.2724
0.472125,0.2007
0.472150,0.1402
0.472175,0.0919
0.472200,0.0572
0.472225,0.0338
0.472250,0.0201
0.472275,0.0161
0.472300,0.0210
0.472325,0.0387
0.472350,0.0693
0.472375,0.1112
0.472400,0.1652
0.472425,0.2297
0.472450,0.3078
0.472475,0.3989
0.472500,0.4980
0.472525,0.6157
0.472550,0.7390
0.472575,0.8679
0.472600,1.0009
0.472625,1.1137
0.472650,1.2185
0.472675,1.3184
0.472700,1.3974
0.472725,1.4852
0.472750,1.5779
0.472775,1.6714
0.472800,1.7842
0.472825,1.8825
0.472850,1.9881
0.472875,2.0936
0.472900,2.1984
0.472925,2.3120
0.472950,2.4160
0.472975,2.5240
0.473000,2.6215
0.473025,2.7166
0.473050,2.8060
0.473075,2.8842
0.473100,2.9623
0.473125,3.0341
0.473150,3.0961
0.473175,3.1485
0.473200,3.1896
0.473225,3.2178
0.473250,3.2371
0.473275,3.2476
0.473300,3.2476
0.473325,3.2396
0.473350,3.2178
0.473375,3.1840
0.473400,3.1429
0.473425,3.0897
0.473450,3.0300
0.473475,2.9583
0.473500,2.8793
0.473525,2.7955
0.473550,2.7093
0.473575,2.6247
0.473600,2.5223
0.473625,2.4176
0.473650,2.3128
0.473675,2.2032
0.473700,2.1105
0.473725,1.9985
0.473750,1.8873
0.473775,1.7785
0.473800,1.6714
0.473825,1.5851
0.473850,1.4836
0.473875,1.3635
0.473900,1.2330
0.473925,1.0919
0.473950,0.9485
0.473975,0.8123
0.474000,0.6769
0.474025,0.5552
0.474050,0.4505
0.474075,0.3594
0.474100,0.2772
0.474125,0.2023
0.474150,0.1410
0.474175,0.0919
0.474200,0.0572
0.474225,0.0330
0.474250,0.0201
0.474275,0.0161
0.474300,0.0210
0.474325,0.0387
0.474350,0.0701
0.474375,0.1136
0.474400,0.1668
0.474425,0.2297
0.474450,0.3054
0.474475,0.3933
0.474500,0.4988
0.474525,0.6165
0.474550,0.7390
0.474575,0.8752
0.474600,1.0081
0.474625,1.1121
0.474650,1.2088
0.474675,1.2902
0.474700,1.3684
0.474725,1.4739
0.474750,1.5827
0.474775,1.6947
0.474800,1.7914
0.474825,1.8865
0.474850,1.9881
0.474875,2.0928
0.474900,2.2105
0.474925,2.3168
0.474950,2.4152
0.474975,2.5143
0.475000,0.5327
0.475025,0.6068
0.475050,0.7527
0.475075,0.8864
0.475100,1.0025
0.475125,1.1201
0.475150,1.2273
0.475175,1.3079
0.475200,1.3861
0.475225,1.4747
0.475250,1.5682
0.475275,1.6770
0.475300,1.7906
0.475325,1.8865
0.475350,1.9873
0.475375,2.0944
0.475400,2.1984
0.475425,2.3120
0.475450,2.4160
0.475475,2.5232
0.475500,2.6223
0.475525,2.7158
0.475550,2.8068
0.475575,2.8858
0.475600,2.9632
0.475625,3.0357
0.475650,3.0977
0.475675,3.1493
0.475700,3.1896
0.475725,3.2186
0.475750,3.2363
0.475775,3.2476
0.475800,3.2468
0.475825,3.2379
0.475850,3.2178
0.475875,3.1840
0.475900,3.1429
0.475925,3.0905
0.475950,3.0300
0.475975,2.9583
0.476000,2.8793
0.476025,2.7955
0.476050,2.7093
0.476075,2.6247
0.476100,2.5215
0.476125,2.4176
0.476150,2.3128
0.476175,2.2024
0.476200,2.1105
0.476225,1.9993
0.476250,1.8873
0.476275,1.7777
0.476300,1.6722
0.476325,1.5843
0.476350,1.4836
0.476375,1.3635
0.476400,1.2330
0.476425,1.0927
0.476450,0.9493
0.476475,0.8123
0.476500,0.6761
0.476525,0.5552
0.476550,0.4497
0.476575,0.3586
0.476600,0.2772
0.476625,0.2023
0.476650,0.1402
0.476675,0.0919
0.476700,0.0572
0.476725,0.0338
0.476750,0.0210
0.476775,0.0169
0.476800,0.0218
0.476825,0.0395
0.476850,0.0701
0.476875,0.1136
0.476900,0.1660
0.476925,0.2289
0.476950,0.3046
0.476975,0.3916
0.477000,0.4988
0.477025,0.6157
0.477050,0.7390
0.477075,0.8744
0.477100,1.0081
0.477125,1.1113
0.477150,1.2080
0.477175,1.2902
0.477200,1.3684
0.477225,1.4739
0.477250,1.5835
0.477275,1.6947
0.477300,1.7914
0.477325,1.8873
0.477350,1.9889
0.477375,2.0920
0.477400,2.2105
0.477425,2.3160
0.477450,2.4136
0.477475,2.5135
0.477500,2.6118
0.477525,2.7109
0.477550,2.8068
0.477575,2.8906
0.477600,2.9648
0.477625,3.0349
0.477650,3.0961
0.477675,3.1477
0.477700,3.1888
0.477725,3.2186
0.477750,3.2363
0.477775,3.2460
0.477800,3.2468
0.477825,3.2379
0.477850,3.2186
0.477875,3.1856
0.477900,3.1412
0.477925,3.0897
0.477950,3.0292
0.477975,2.9599
0.478000,2.8850
0.478025,2.7971
0.478050,2.7069
0.478075,2.6134
0.478100,2.5127
0.478125,2.4160
0.478150,2.3177
0.478175,2.2193
0.478200,2.1138
0.478225,2.0001
0.478250,1.8889
0.478275,1.7801
0.478300,1.6899
0.478325,1.5908
0.478350,1.4884
0.478375,1.3724
0.478400,1.2314
0.478425,1.0968
0.478450,0.9485
0.478475,0.8002
0.478500,0.6729
0.478525,0.5528
0.478550,0.4505
0.478575,0.3618
0.478600,0.2756
0.478625,0.2023
0.478650,0.1418
0.478675,0.0919
0.478700,0.0580
0.478725,0.0338
0.478750,0.0201
0.478775,0.0169
0.478800,0.0210
0.478825,0.0395
0.478850,0.0701
0.478875,0.1120
0.478900,0.1652
0.478925,0.2297
0.478950,0.3078
0.478975,0.4013
0.479000,0.5045
0.479025,0.6165
0.479050,0.7325
0.479075,0.8623
